env,algorithm,raw_algorithm,seed,source_group,run_id,status,start_time,latest_step,tb_name,run_dir,sacred_root,test_battle_won_mean_last,test_battle_won_mean_best,test_return_mean_last,test_return_mean_best,test_win_group_mean_last,test_win_group_mean_best,test_match_mean_last,test_match_mean_best,test_ep_length_mean_last,test_ep_length_mean_best,battle_won_mean_last,battle_won_mean_best,return_mean_last,return_mean_best
gather,qmix,qmix,2,diva_v1,39,RUNNING,2026-04-30T04:43:48.377190,130256,qmix-seed2-diva_v1-run39,results_DIVA softplus/sacred/39,results_DIVA softplus/sacred,0.0,0.0,0.0,0.0,,,,,8.0,8.0,0.0,0.0,0.0,0.0
gather,qmix,qmix,3,baseline_new,2,RUNNING,2026-05-02T18:36:34.806210,1000535,qmix-seed3-baseline_new-run2,results/sacred/2,results/sacred,0.78,0.8566666666666667,8.9,9.283333333333333,,,,,7.053333333333334,8.0,0.5,0.5803757828810021,5.637905604719764,6.39874739039666
gather,qmix,qmix,3,diva_v1,36,RUNNING,2026-04-30T04:43:48.040787,130257,qmix-seed3-diva_v1-run36,results_DIVA softplus/sacred/36,results_DIVA softplus/sacred,0.0,0.0033333333333333335,0.0,0.03333333333333333,,,,,8.0,8.0,0.0,0.0007993605115907274,0.0,0.007993605115907274
gather,qmix,qmix,4,baseline_new,8,RUNNING,2026-05-02T18:36:35.043937,1000534,qmix-seed4-baseline_new-run8,results/sacred/8,results/sacred,0.6833333333333333,0.7366666666666667,8.416666666666666,8.683333333333334,,,,,7.153333333333333,8.0,0.46916299559471364,0.4857351865398683,5.737885462555066,5.964912280701754
gather,qmix,qmix,4,diva_v1,37,RUNNING,2026-04-30T04:43:48.211370,130013,qmix-seed4-diva_v1-run37,results_DIVA softplus/sacred/37,results_DIVA softplus/sacred,0.0,0.0,0.0,0.0,,,,,8.0,8.0,0.0008,0.0008,0.004,0.004
gather,qmix,qmix,8,baseline_new,7,RUNNING,2026-05-02T18:36:35.043833,1000503,qmix-seed8-baseline_new-run7,results/sacred/7,results/sacred,0.69,0.74,8.45,8.7,,,,,7.06,8.0,0.45025792188651437,0.4758771929824561,5.689019896831246,5.8845029239766085
gather,qmix,qmix,8,diva_v1,38,RUNNING,2026-04-30T04:43:48.280929,150013,qmix-seed8-diva_v1-run38,results_DIVA softplus/sacred/38,results_DIVA softplus/sacred,0.0,0.0,0.0,0.03333333333333333,,,,,8.0,8.0,0.0007993605115907274,0.0007993605115907274,0.007993605115907274,0.007993605115907274
gather,qtran,qtran,2,baseline_new,12,RUNNING,2026-05-03T03:20:12.900898,10256,qtran-seed2,results/sacred/12,results/sacred,0.0,0.0,0.0,0.0,,,,,8.0,8.0,0.0,0.0,-0.004,0.0
gather,qtran,qtran,3,baseline_new,10,RUNNING,2026-05-03T03:20:12.820995,10256,qtran-seed3,results/sacred/10,results/sacred,0.0,0.0,0.0,0.0,,,,,8.0,8.0,0.0,0.0,-0.004,0.0
gather,qtran,qtran,4,baseline_new,11,RUNNING,2026-05-03T03:20:12.827145,10256,qtran-seed4,results/sacred/11,results/sacred,0.0,0.0,0.0,0.0,,,,,8.0,8.0,0.0,0.0,0.0,0.0
gather,qtran,qtran,8,baseline_new,9,RUNNING,2026-05-03T03:20:12.711039,10256,qtran-seed8,results/sacred/9,results/sacred,0.0,0.0,0.0,0.03333333333333333,,,,,8.0,8.0,0.0,0.0,0.0,0.0
gather,vdn,vdn,2,baseline_new,3,RUNNING,2026-05-02T18:36:34.933683,1000488,vdn-seed2,results/sacred/3,results/sacred,0.20666666666666667,0.26666666666666666,6.033333333333333,6.266666666666667,,,,,7.966666666666667,8.0,0.16759776536312848,0.20335110434120335,4.441340782122905,5.220588235294118
gather,vdn,vdn,3,baseline_new,1,RUNNING,2026-05-02T18:36:34.645726,1000446,vdn-seed3,results/sacred/1,results/sacred,0.59,0.59,7.95,7.95,,,,,7.473333333333334,8.0,0.3656488549618321,0.3656488549618321,5.152671755725191,6.004415011037527
gather,vdn,vdn,4,baseline_new,4,RUNNING,2026-05-02T18:36:34.943070,1000489,vdn-seed4,results/sacred/4,results/sacred,0.3,0.36666666666666664,6.5,6.833333333333333,,,,,7.986666666666666,8.0,0.25398089171974525,0.3060747663551402,4.761146496815287,5.682527301092044
gather,vdn,vdn,8,baseline_new,5,RUNNING,2026-05-02T18:36:35.032528,1000475,vdn-seed8,results/sacred/5,results/sacred,0.20666666666666667,0.2733333333333333,6.033333333333333,6.366666666666666,,,,,7.983333333333333,8.0,0.17464114832535885,0.2161144578313253,4.533492822966507,5.322204968944099
